id,name,minPrice,maxPrice,typologies,minSaleableArea,maxSaleableArea,micromarket,possessionDate,propscore,popularity,projectStatus,city,slug,image,type,developerId,developerName,landArea,micromarketId,alt,latitude,longitude,metroProximity,developerGrade,petPark,squash,pharmacy,basketball,heatedPool,unitDensity,micromarketPriceAverage
123,Divinity,5900000,7520000,"['1.5BHK', '1BHK']",600,752,Mysore Road,2022-03-29T13:00:00.000Z,3.29,Z,soldOut,Bengaluru,divinity-mysore-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/123-divinity-mysore-road/views-2.webp,Apartment,14,Sattva Group,10.88,98,Divinity Mysore Road Bengaluru Views,12.926605224609377,77.64067077636719,8.15,A,1,1,0,1,0,76,15412
298,Mantri Hills,5040000,6300000,['Square'],1200,1500,Nandi Hills,2025-02-27T13:00:00.000Z,3.25,Z,soldOut,Bengaluru,mantri-hills-nandi-hills,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/298-mantri-hills-nandi-hills/views-2.webp,Plot,157,QVC Realty Developers Private Limited,28.5,21,Mantri Hills Nandi Hills Bengaluru Views,13.371966361999512,77.70097351074219,22.55,D,1,1,0,0,0,14,6807
324,MJR Opus,7440000,9300000,['Square'],1200,1500,Sarjapur,2024-08-06T13:00:00.000Z,3.25,Z,soldOut,Bengaluru,mjr-opus-sarjapur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/324-mjr-opus-sarjapur/views-2.webp,Plot,160,MJR Builders,10.83,72,MJR Opus Sarjapur Bengaluru Views,12.854039192199709,77.81061553955078,3.74,D,0,0,0,0,0,16,9202
337,Felicity,9676000,9676000,['Square'],1200,1200,Sarjapur,2024-05-30T13:00:00.000Z,3.25,Z,soldOut,Bengaluru,felicity-sarjapur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/337-felicity-sarjapur/views-2.webp,Plot,92,Bricks and Milestones,19.0,72,Felicity Sarjapur Bengaluru Views,12.862778663635254,77.75434875488281,1.97,C,1,0,0,0,0,15,9202
4,Adarsh Greens Phase 1 ,6370000,9849000,"['1BHK', '2BHK']",650,1005,Kogilu,2024-10-30T13:00:00.000Z,3.21,Z,soldOut,Bengaluru,adarsh-greens-phase-1-kogilu,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/4-adarsh-greens-phase-1-kogilu/Views-2.webp,Apartment,8,Adarsh Developers,26.42,15,Adarsh Greens Phase 1  Kogilu Bengaluru Views,13.09681510925293,77.61339569091797,3.0,A,0,1,0,0,0,90,10983
40,Jasper and Iridium at Brigade El Dorado,6313500,8884650,"['1.5BHK', '2BHK', '3BHK']",690,971,Bagalur,2025-09-29T13:00:00.000Z,3.21,Z,soldOut,Bengaluru,jasper-and-iridium-at-brigade-el-dorado-bagalur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/40-jasper-and-iridium-at-brigade-el-dorado-bagalur/views-2.webp,Apartment,10,Brigade Group,50.0,18,Jasper and Iridium at Brigade El Dorado Bagalur Bengaluru Views,13.145256042480469,77.67828369140625,7.97,G,1,1,1,1,0,66,9166
144,Brigade Calista,7425000,7425000,['1BHK'],675,675,Budigere Cross,2025-12-30T13:00:00.000Z,3.21,Z,soldOut,Bengaluru,brigade-calista-budigere-cross,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/144-brigade-calista-budigere-cross/views-2.webp,Apartment,10,Brigade Group,11.69,62,Brigade Calista Budigere Cross Bengaluru Views,13.062846183776855,77.73967742919922,12.64,G,1,0,0,0,0,84,10516
152,Casagrand Hazen,7416481,10000000,"['2BHK', '3BHK']",999,1347,Bannerghatta Road,2027-07-12T13:00:00.000Z,3.21,Z,soldOut,Bengaluru,casagrand-hazen-gottigere,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/152-casagrand-hazen-gottigere/views-2.webp,Apartment,20,Casagrand Builder Private Limited,8.89,81,Casagrand Hazen Bannerghatta Road Bengaluru Views,12.863990783691406,77.59505462646484,0.53,B,1,1,0,1,0,70,12271
181,Godrej Park Retreat,7176000,7200000,['1BHK'],598,600,Sarjapur Road,2027-02-26T13:00:00.000Z,3.21,Z,soldOut,Bengaluru,godrej-park-retreat-sarjapur-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/181-godrej-park-retreat-sarjapur-road/views-2.webp,Apartment,3,Godrej Properties Limited,12.85,68,Godrej Park Retreat Sarjapur Road Bengaluru Views,12.894319534301758,77.70472717285156,1.85,G,1,0,1,1,0,76,11384
639,Belvedere By Ukn Airport District -Phase 2,6759207,6759207,['1BHK'],660,660,Airport Bellari Road,2031-02-27T18:30:00.000Z,3.21,Z,available,Bengaluru,belvedere-by-ukn-airport-district-phase-2-airportbellari-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/639-belvedere-by-ukn-airport-district-phase-2-airportbellari-road/views-3DRender-0.jpeg,Apartment,47,UKN Properties Private Limited,9.1,20,Belvedere By Ukn Airport District -Phase 2 Airport Bellari Road Bengaluru Views,13.20379,77.64307,3.86,C,0,0,0,1,0,65,11642
36,Krypton at Brigade El Dorado,6771000,8884650,"['2BHK', '3BHK']",740,971,Bagalur,2024-12-30T13:00:00.000Z,3.14,Z,soldOut,Bengaluru,krypton-at-brigade-el-dorado-bagalur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/36-krypton-at-brigade-el-dorado-bagalur/views-2.webp,Apartment,10,Brigade Group,50.0,18,Krypton at Brigade El Dorado Bagalur Bengaluru Views,13.14573574066162,77.68009948730469,7.84,G,0,1,0,1,0,66,9166
55,Nikoo Homes II West,6572000,9487000,['1BHK'],620,895,Thanisandra Road,2023-03-29T13:00:00.000Z,3.14,Z,soldOut,Bengaluru,nikoo-homes-ii-west-thanisandra-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/55-nikoo-homes-ii-west-thanisandra-road/views-2.webp,Apartment,23,Bhartiya City Developers,34.7,13,Nikoo Homes II West Thanisandra Road Bengaluru Views,13.452910423278809,77.38249969482422,56.77,B,0,1,1,0,0,70,11033
59,Prestige Willow Tree,8725200,8725200,['1BHK'],661,661,Yelahanka,2023-03-29T13:00:00.000Z,3.14,Z,soldOut,Bengaluru,prestige-willow-tree-vidyaranyapura,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/59-prestige-willow-tree-vidyaranyapura/views-2.webp,Apartment,2,Prestige Constructions,6.7,11,Prestige Willow Tree Yelahanka Bengaluru Views,13.075689315795898,77.55977630615234,4.71,G,0,0,0,1,0,67,10894
149,Casagrand Meridian,9625000,9625000,['2BHK'],1305,1305,Krishnarajapuram,2025-11-24T13:00:00.000Z,3.14,Z,soldOut,Bengaluru,casagrand-meridian-krishnarajapuram,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/149-casagrand-meridian-krishnarajapuram/views-2.webp,Apartment,20,Casagrand Builder Private Limited,3.35,32,Casagrand Meridian Krishnarajapuram Bengaluru Views,13.019280433654783,77.70388793945312,5.67,B,1,0,0,0,0,64,10498
156,DSR Highland Greenz,7608909,9187228,"['1.5BHK', '1BHK']",646,780,Sarjapur Road,2026-03-29T13:00:00.000Z,3.14,Z,available,Bengaluru,dsr-highland-greenz-sarjapur-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/156-dsr-highland-greenz-sarjapur-road/views-2.webp,Apartment,40,DSR Infrastructure Private Limited,10.1,68,DSR Highland Greenz Sarjapur Road Bengaluru Views,12.896042823791504,77.69441986083984,2.0,B,1,1,0,0,0,89,11384
196,Gokul Vatika Address,7800000,9750000,['Square'],1200,1500,Electronic City,2023-08-30T13:00:00.000Z,3.13,Z,soldOut,Bengaluru,gokul-vatika-address-electronic-city,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/196-gokul-vatika-address-electronic-city/views-2.webp,Plot,131,Address Makers,8.925,80,Gokul Vatika Address Electronic City Bengaluru Views,12.860404014587402,77.64787292480469,1.42,B,1,0,0,0,0,14,7148
300,NBR Hill view,6000000,7500000,['Square'],1200,1500,Nandi Hills,2022-09-29T13:00:00.000Z,3.13,Z,soldOut,Bengaluru,nbr-hill-view-nandi-hills,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/300-nbr-hill-view-nandi-hills/views-2.webp,Plot,158,NBR Group,25.0,21,NBR Hill view Nandi Hills Bengaluru Views,13.39406394958496,77.69364929199219,26.04,D,1,1,0,0,0,14,6807
484,Sattva Bhumi,7296932,9052628,['Square'],1200,1500,Devanahalli,2026-12-29T18:30:00.000Z,3.13,Z,soldOut,Bengaluru,sattva-bhumi-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/484-sattva-bhumi-devanahalli/views-landscape-0.webp,Plot,14,Sattva Group,19.0,17,Sattva Bhumi Devanahalli Bengaluru Views,13.289187320632015,77.77679409276955,16.25,A,0,0,0,0,0,18,6822
633,Earth Aroma,8640000,8640000,['Square'],1200,1200,Devanahalli,2024-12-30T18:30:00.000Z,3.13,Z,available,Bengaluru,earth-aroma-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/633-earth-aroma-devanahalli/views-aerialView-0.png,Plot,242,Parisara Builders and Developers,20.0,17,Earth Aroma Devanahalli Bengaluru Views,13.225609,77.597906,11.93,C,1,0,0,0,0,10,6822
58,Mahaveer Celesse,9166419,9526500,['2BHK'],1171,1217,Yelahanka,2022-03-29T13:00:00.000Z,3.07,Z,soldOut,Bengaluru,mahaveer-celesse-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/58-mahaveer-celesse-yelahanka/views-2.webp,Apartment,12,Mahaveer Group,5.2,11,Mahaveer Celesse Yelahanka Bengaluru Views,13.150760650634766,77.61798858642578,3.76,D,0,1,0,0,0,105,10894
287,ELV Akruthi Ark - Apartments,5500000,8590000,"['2BHK', '3BHK']",1255,2010,Anekal,2022-06-30T13:00:00.000Z,3.07,Z,available,Bengaluru,elv-akruthi-ark-apartments-anekal,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/287-elv-akruthi-ark-apartments-anekal/views-2.webp,Apartment,118,ELV Constructions,4.52,91,ELV Akruthi Ark - Apartments Anekal Bengaluru Views,12.81941032409668,77.7829818725586,5.17,D,1,1,0,0,0,27,8941
561,SNN Raj High Gardens,5974449,9647629,"['1.5BHK', '1BHK', '2.5BHK', '2BHK']",675,1090,Attibele,2028-04-29T18:30:00.000Z,3.07,Z,available,Bengaluru,raj-high-gardens-attibele,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/561-raj-high-gardens-attibele/views-3DRender-0.webp,Apartment,106,SNN Builders,9.0,94,SNN Raj High Gardens Attibele Bengaluru Views,12.790637,77.734046,11.55,B,0,0,0,1,0,89,8274
3,Ajmera Florenza,9550000,9550000,['2BHK'],1165,1165,Yelahanka,2025-09-29T13:00:00.000Z,3.0,Z,soldOut,Bengaluru,ajmera-florenza-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/3-ajmera-florenza-yelahanka/Views-2.webp,Apartment,30,Ajmera Realty & Infra Limited,10.2,11,Ajmera Florenza Yelahanka Bengaluru Views,13.109698295593262,77.55984497070312,6.86,C,0,1,0,0,0,89,10894
6,Adarsh Greens Phase 2 ,6760650,6760650,['1BHK'],650,650,Kogilu,2025-05-30T13:00:00.000Z,3.0,Z,soldOut,Bengaluru,adarsh-greens-phase-2-kogilu,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/6-adarsh-greens-phase-2-kogilu/views-2.webp,Apartment,8,Adarsh Developers,26.42,15,Adarsh Greens Phase 2  Kogilu Bengaluru Views,13.09584140777588,77.61335754394531,3.45,A,0,0,0,0,0,90,10983
30,Gallium at Brigade El Dorado,7826775,7866155,['2BHK'],795,799,Bagalur,2024-09-29T13:00:00.000Z,3.0,Z,soldOut,Bengaluru,gallium-at-brigade-el-dorado-bagalur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/30-gallium-at-brigade-el-dorado-bagalur/views-2.webp,Apartment,10,Brigade Group,50.0,18,Gallium at Brigade El Dorado Bagalur Bengaluru Views,13.143986701965332,77.6792984008789,8.25,G,0,0,0,1,0,66,9166
34,Helio at Brigade El Dorado,7314000,9825600,"['2BHK', '3BHK']",795,1068,Bagalur,2024-09-29T13:00:00.000Z,3.0,Z,soldOut,Bengaluru,helio-at-brigade-el-dorado-bagalur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/34-helio-at-brigade-el-dorado-bagalur/views-2.webp,Apartment,10,Brigade Group,50.0,18,Helio at Brigade El Dorado Bagalur Bengaluru Views,13.144253730773926,77.67830657958984,8.1,G,0,0,0,0,0,66,9166
134,Concorde Auriga,7497000,9873000,['2BHK'],833,1097,Old Madras Road,2025-06-29T13:00:00.000Z,3.0,Z,soldOut,Bengaluru,concorde-auriga-krishnarajapuram,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/134-concorde-auriga-krishnarajapuram/views-2.webp,Apartment,31,Concorde Group,4.2,61,Concorde Auriga Old Madras Road Bengaluru Views,13.029952049255373,77.72427368164062,9.98,C,0,1,0,0,0,119,10268
180,Sumadhura Eden Garden,8382000,8509000,['1BHK'],660,670,Whitefield,2021-06-29T13:00:00.000Z,3.0,Z,soldOut,Bengaluru,sumadhura-eden-garden-whitefield,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/180-sumadhura-eden-garden-whitefield/views-2.webp,Apartment,5,Sumadhura Builders,14.1,31,Sumadhura Eden Garden Whitefield Bengaluru Views,13.028704643249512,77.75060272216797,5.49,B,1,0,0,0,0,80,15091
260,Century Seasons,9300000,9300000,['Square'],1500,1500,Devanahalli,2025-01-30T13:00:00.000Z,3.0,Z,soldOut,Bengaluru,century-seasons-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/260-century-seasons-devanahalli/views-2.webp,Plot,18,Century Real Estate,25.0,17,Century Seasons Devanahalli Bengaluru Views,13.264944076538086,77.66935729980469,15.44,B,0,1,0,0,0,15,6822
323,Visalakshi Prakruthi,9660000,9660000,['2BHK'],1215,1215,Thanisandra Road,2025-07-30T13:00:00.000Z,3.0,Z,available,Bengaluru,visalakshi-prakruthi-thanisandra-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/323-visalakshi-prakruthi-thanisandra-road/views-2.webp,Apartment,169,Visalakshi Housing Projects,1.47,13,Visalakshi Prakruthi Thanisandra Road Bengaluru Views,13.060623168945312,77.63853454589844,3.45,D,0,0,0,0,0,82,11033
600,Vakil Metropolis,6900000,6900000,['Square'],1200,1200,Anekal,2021-09-08T18:30:00.000Z,3.0,Z,available,Bengaluru,vakil-metropolis-anekal,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/600-vakil-metropolis-anekal/views-aerialView-0.webp,Plot,233,Vakil Housing,27.0,91,Vakil Metropolis Anekal Bengaluru Views,12.722943,77.668857,12.29,C,0,0,0,0,0,19,5217
614,Kns Candrill,5418100,9928600,['Square'],1200,2400,Doddaballapur Road,2029-06-14T18:30:00.000Z,3.0,Z,available,Bengaluru,kns-candrill-doddaballapur-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/614-kns-candrill-doddaballapur-road/views-accessRoad-0.png,Plot,239,KNS Infrastructure,27.15,108,Kns Candrill Doddaballapur Road Bengaluru Views,13.3513539,77.561059,32.21,C,0,0,0,0,0,13,6911
33,Godrej Royale Woods,7860000,9840000,"['1BHK', '2BHK']",786,984,Devanahalli,2026-01-28T13:00:00.000Z,2.93,Z,soldOut,Bengaluru,godrej-royale-woods-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/33-godrej-royale-woods-devanahalli/views-2.webp,Apartment,3,Godrej Properties Limited,13.0,17,Godrej Royale Woods Devanahalli Bengaluru Views,13.22622013092041,77.68710327148438,3.6,G,0,0,1,1,0,129,9452
39,Ivory Phase 1 at Brigade Orchards,5757504,9872755,"['1.5BHK', '2BHK', '3BHK']",764,1310,Devanahalli,2025-12-30T13:00:00.000Z,2.93,Z,soldOut,Bengaluru,ivory-phase-1-at-brigade-orchards-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/39-ivory-phase-1-at-brigade-orchards-devanahalli/views-2.webp,Apartment,10,Brigade Group,135.0,17,Ivory Phase 1 at Brigade Orchards Devanahalli Bengaluru Views,13.225238800048828,77.72278594970703,8.88,G,0,0,0,1,0,19,9452
87,Ramky One Karnival,5589265,9438825,"['2BHK', '3BHK']",755,1275,Anekal,2025-12-29T13:00:00.000Z,2.93,Z,soldOut,Bengaluru,ramky-one-karnival-anekal,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/87-ramky-one-karnival-anekal/views-2.webp,Apartment,87,Ramky Group,7.17,91,Ramky One Karnival Anekal Bengaluru Views,12.828821182250977,77.66178131103516,3.02,C,0,0,0,1,0,70,8941
131,Adarsh Pinecourt,9024400,9132200,['2BHK'],1172,1186,Thanisandra Road,2023-11-27T13:00:00.000Z,2.93,Z,soldOut,Bengaluru,adarsh-pinecourt-thanisandra-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/131-adarsh-pinecourt-thanisandra-road/views-2.webp,Apartment,8,Adarsh Developers,4.0,13,Adarsh Pinecourt Thanisandra Road Bengaluru Views,13.084592819213867,77.66204833984375,8.31,A,0,0,0,1,0,50,11033
201,Valmark Orchards,8940000,8940000,['Square'],1200,1200,Devanahalli,2022-04-29T13:00:00.000Z,2.88,Z,soldOut,Bengaluru,valmark-orchards-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/201-valmark-orchards-devanahalli/views-2.webp,Plot,36,Valmark Group,19.5375,17,Valmark Orchards Devanahalli Bengaluru Views,13.232802391052246,77.7240219116211,9.63,C,0,1,0,0,0,14,6822
622,Rare Earth Montira,6720000,8400000,['Square'],1200,1500,Nandi Hills,2027-12-30T18:30:00.000Z,2.88,Z,available,Bengaluru,rare-earth-montira-nandi-hills,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/622-rare-earth-montira-nandi-hills/views-landscape-0.png,Plot,240,Rare Earth Developers Private Limited.,14.1,21,Rare Earth Montira Nandi Hills Bengaluru Views,13.34312,77.701567,23.51,C,1,0,0,1,0,8,6807
92,Provident Park Square Phase 1,5932000,7909333,"['1BHK', '2BHK']",525,700,Kanakapura Road,2022-09-29T13:00:00.000Z,2.86,Z,soldOut,Bengaluru,provident-park-square-phase-1-kanakapura-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/92-provident-park-square-phase-1-kanakapura-road/views-2.webp,Apartment,19,Provident Housing,14.36,83,Provident Park Square Phase 1 Kanakapura Road Bengaluru Views,12.86385440826416,77.5406494140625,1.58,A,1,1,1,1,0,145,12276
148,Casagrand Lorenza,5402171,7169120,['2BHK'],1010,1135,Yelahanka,2022-07-14T13:00:00.000Z,2.86,Z,soldOut,Bengaluru,casagrand-lorenza-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/148-casagrand-lorenza-yelahanka/views-2.webp,Apartment,20,Casagrand Builder Private Limited,2.42,11,Casagrand Lorenza Yelahanka Bengaluru Views,13.1007080078125,77.63279724121094,4.04,B,0,0,0,0,0,66,10894
208,Brigade Woods,5287000,5287000,['1BHK'],622,622,Whitefield,2022-09-29T13:00:00.000Z,2.86,Z,soldOut,Bengaluru,brigade-woods-whitefield,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/208-brigade-woods-whitefield/views-2.webp,Apartment,10,Brigade Group,6.3,31,Brigade Woods Whitefield Bengaluru Views,12.98381233215332,77.74272155761719,1.27,G,1,1,0,0,0,53,15091
564,Shriram Serenity,8935294,8935294,['2BHK'],1085,1085,Yelahanka,2029-07-04T18:30:00.000Z,2.86,Z,available,Bengaluru,shriram-serenity-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/564-shriram-serenity-yelahanka/views-amenities-0.webp,Apartment,9,Shriram Properties,4.0,11,Shriram Serenity Yelahanka Bengaluru Views,13.17627909852749,77.54928880489348,11.98,B,0,0,0,0,0,68,10894
615,Sattva Forest Ridge,7873698,8235111,['1BHK'],732,767,JP Nagar,2029-12-29T18:30:00.000Z,2.86,Z,available,Bengaluru,sattva-forest-ridge-jp-nagar,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/615-sattva-forest-ridge-jp-nagar/views-3DRender-0.png,Apartment,14,Sattva Group,4.0,77,Sattva Forest Ridge JP Nagar Bengaluru Views,12.862791841200565,77.55759716033936,4.12,A,1,0,1,0,0,102,12993
32,Godrej Ananda Bliss,8350720,8350720,['2BHK'],896,896,Bagalur,2027-06-20T13:00:00.000Z,2.79,Z,soldOut,Bengaluru,godrej-ananda-bliss-bagalur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/32-godrej-ananda-bliss-bagalur/views-2.webp,Apartment,3,Godrej Properties Limited,20.33,18,Godrej Ananda Bliss Bagalur Bengaluru Views,13.14792537689209,77.67770385742188,7.68,G,1,0,0,0,0,91,9166
81,Prestige Primrose Hills Phase 1,6864000,7068000,['1BHK'],572,589,Uttarahalli,2025-02-27T13:00:00.000Z,2.79,Z,soldOut,Bengaluru,prestige-primrose-hills-phase-1-uttarahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/81-prestige-primrose-hills-phase-1-uttarahalli/views-2.webp,Apartment,2,Prestige Constructions,15.0,78,Prestige Primrose Hills Phase 1 Uttarahalli Bengaluru Views,12.868891716003418,77.5230941772461,1.94,G,0,0,1,1,0,112,12881
150,Casgrand Orlena,8537888,9826476,['2BHK'],1080,1243,Thanisandra Road,2024-08-20T13:00:00.000Z,2.79,Z,soldOut,Bengaluru,casgrand-orlena-thanisandra-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/150-casgrand-orlena-thanisandra-road/views-2.webp,Apartment,20,Casagrand Builder Private Limited,3.99,13,Casgrand Orlena Thanisandra Road Bengaluru Views,13.043771743774414,77.63539123535156,2.01,B,1,0,0,0,0,74,11033
151,Casagrand Aquene,5045117,6900000,"['1BHK', '2BHK', '3BHK']",814,1550,Kengeri,2025-06-09T13:00:00.000Z,2.79,Z,soldOut,Bengaluru,casagrand-aquene-kengeri,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/151-casagrand-aquene-kengeri/views-2.webp,Apartment,20,Casagrand Builder Private Limited,3.77,90,Casagrand Aquene Kengeri Bengaluru Views,12.90858554840088,77.486328125,1.52,B,1,1,0,1,0,88,9208
312,TVS Emerald Jardin,7749000,7963200,['1BHK'],615,632,Begur,2027-07-30T13:00:00.000Z,2.79,Z,soldOut,Bengaluru,tvs-emerald-jardin-begur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/312-tvs-emerald-jardin-begur/views-2.webp,Apartment,81,TVS Group,5.69,82,TVS Emerald Jardin Begur Bengaluru Views,12.871280670166016,77.64329528808594,1.73,A,1,1,0,0,0,102,12266
383,Shriram Sapphire,7745941,9921000,"['2BHK', '3BHK']",975,1265,Bommasandra,2028-11-04T13:00:00.000Z,2.79,Z,available,Bengaluru,shriram-sapphire-bommasandra,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/383-shriram-sapphire-bommasandra/views-2.webp,Apartment,9,Shriram Properties,5.65,79,Shriram Sapphire Bommasandra Bengaluru Views,12.822602272033691,77.69326782226562,1.24,B,1,1,0,0,0,73,9654
528,Provident Botanico,9190000,9190000,['2BHK'],986,986,Soukya Road,2028-09-29T18:30:00.000Z,2.79,Z,available,Bengaluru,provident-botanico-soukya-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/528-provident-botanico-soukya-road/views-3DRender-0.webp,Apartment,19,Provident Housing,17.12,63,Provident Botanico Soukya Road Bengaluru Views,12.99101119469816,77.8052621238037,7.97,A,1,1,0,0,0,74,10896
330,Rainbow Vistas,7837000,7837000,['Square'],2449,2449,Kanakapura Road,2025-07-30T13:00:00.000Z,2.75,Z,available,Bengaluru,rainbow-vistas-kaggalipura,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/330-rainbow-vistas-kaggalipura/views-2.webp,Plot,172,Rainbow Properties,8.1,83,Rainbow Vistas Kanakapura Road Bengaluru Views,12.794285774230955,77.48551177978516,12.34,D,0,0,0,0,0,18,5382
591,Ivc Northshire Address,8534160,8534160,['Square'],1200,1200,IVC Road,2027-12-30T18:30:00.000Z,2.75,Z,available,Bengaluru,ivc-northshire-address-ivc-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/0-ivc-northshire-address-ivc-road/views-entrance-1.png,Plot,131,Address Makers,7.0,22,Ivc Northshire Address IVC Road Bengaluru Views,13.226801,77.59767,11.9,B,0,0,0,1,0,15,6911
15,Bren Northern Lights,5974000,8137000,"['1.5BHK', '1BHK', '2BHK']",580,790,Jakkur,2023-03-29T13:00:00.000Z,2.71,Z,soldOut,Bengaluru,bren-northern-lights-jakkur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/15-bren-northern-lights-jakkur/views-2.webp,Apartment,17,Bren Corporation,7.6,14,Bren Northern Lights Jakkur Bengaluru Views,13.094529151916504,77.60908508300781,3.86,B,0,0,0,0,0,94,11436
60,Mahaveer Northscape,5078437,9489841,"['1BHK', '2BHK', '3BHK']",739,1533,Devanahalli,2024-09-29T13:00:00.000Z,2.71,Z,soldOut,Bengaluru,mahaveer-northscape-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/60-mahaveer-northscape-devanahalli/views-2.webp,Apartment,12,Mahaveer Group,3.76,17,Mahaveer Northscape Devanahalli Bengaluru Views,13.204872131347656,77.6353530883789,4.48,D,0,0,0,1,0,63,9452
86,Provident Park Square Phase 5,5191200,8900000,"['1BHK', '2BHK']",525,900,Kanakapura Road,2025-09-29T13:00:00.000Z,2.71,Z,available,Bengaluru,provident-park-square-phase-5-kanakapura-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/86-provident-park-square-phase-5-kanakapura-road/views-2.webp,Apartment,19,Provident Housing,14.36,83,Provident Park Square Phase 5 Kanakapura Road Bengaluru Views,12.86385440826416,77.5406494140625,1.58,A,1,1,1,1,0,145,12276
418,MVN Aero One Phase 3,5637847,8980469,"['1BHK', '2BHK']",663,1074,Devanahalli,2027-07-19T13:00:00.000Z,2.71,Z,available,Bengaluru,mvn-aero-one-phase-3-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/418-mvn-aero-one-phase-3-devanahalli/views-2.webp,Apartment,191,MVN Group,4.37,17,MVN Aero One Phase 3 Devanahalli Bengaluru Views,13.216257095336914,77.70991516113281,5.86,D,1,0,0,0,0,80,9452
556,The Poem By Shriram Properties,7780236,8486038,"['2.5BHK', '2BHK']",948,1034,Jalahalli,2021-03-18T18:30:00.000Z,2.71,Z,soldOut,Bengaluru,the-poem-by-shriram-properties-jalahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/556-the-poem-by-shriram-properties-jalahalli/views-amenities-0.webp,Apartment,9,Shriram Properties,7.0,107,The Poem By Shriram Properties Jalahalli Bengaluru Views,13.0699078,77.5208367,4.47,B,0,1,0,0,0,94,12216
146,Casagrand Boulevard,6537600,6537600,['1BHK'],681,681,Thanisandra Road,2024-12-30T13:00:00.000Z,2.64,Z,soldOut,Bengaluru,casagrand-boulevard-thanisandra-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/146-casagrand-boulevard-thanisandra-road/views-2.webp,Apartment,20,Casagrand Builder Private Limited,7.6,13,Casagrand Boulevard Thanisandra Road Bengaluru Views,13.077937126159668,77.65830993652344,7.44,B,1,0,0,0,0,69,11033
